Order_Year,Order_Month,Order_Day,Order_Week,Ship_Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Profit,Sales_per_Quantity,Profit_Margin,Order_Quarter,Is_weekend?
2019,November,25,48,Standard Class,Consumer,United States,Lancaster,Ohio,East,Office Supplies,Binders,456.588,2,-304.392,228.294,-0.6666666667,4,FALSE
2019,November,28,48,Standard Class,Consumer,United States,Fairfield,Connecticut,East,Office Supplies,Binders,7.16,2,3.4368,3.58,0.48,4,FALSE
2019,December,3,49,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,18.192,4,-14.5536,4.548,-0.8,4,FALSE
2019,December,4,49,Standard Class,Consumer,United States,Auburn,New York,East,Office Supplies,Binders,15.528,3,5.823,5.176,0.375,4,FALSE
2019,December,5,49,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,407.976,3,132.5922,135.992,0.325,4,FALSE
2019,December,6,49,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,59.808,3,19.4376,19.936,0.325,4,FALSE
2019,December,6,49,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,47.208,7,15.3426,6.744,0.325,4,FALSE
2019,December,10,50,Standard Class,Consumer,United States,Watertown,New York,East,Office Supplies,Binders,679.96,5,220.987,135.992,0.325,4,FALSE
2019,December,10,50,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,153.552,3,51.8238,51.184,0.3375,4,FALSE
2019,December,17,51,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,2892.74,13,4946.37,222.5184615,1.709925538,4,FALSE
2019,December,22,52,Standard Class,Consumer,United States,Redmond,Oregon,West,Office Supplies,Binders,31.32,10,-25.056,3.132,-0.8,4,TRUE
2019,December,23,52,Standard Class,Consumer,United States,Bowling Green,Ohio,East,Office Supplies,Binders,5.553,3,-4.0722,1.851,-0.7333333333,4,FALSE
2020,January,1,1,Standard Class,Consumer,United States,Huntsville,Texas,Central,Office Supplies,Binders,120.47,5,-9.705,24.094,-0.08055947539,1,FALSE
2020,January,1,1,Standard Class,Consumer,United States,Huntsville,Texas,Central,Office Supplies,Binders,137.748,14,-22.6842,9.839142857,-0.164678979,1,FALSE
2020,January,7,2,Standard Class,Consumer,United States,Ormond Beach,Florida,South,Office Supplies,Binders,93.808,3,-1.9656,31.26933333,-0.02095343681,1,FALSE
2020,January,9,2,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,311.491,3,-228.7425,103.8303333,-0.7343470598,1,FALSE
2020,January,14,3,Standard Class,Consumer,United States,Johnson City,Tennessee,South,Office Supplies,Binders,101.508,2,-1.8392,50.754,-0.01811876896,1,FALSE
2020,January,14,3,Standard Class,Consumer,United States,Johnson City,Tennessee,South,Office Supplies,Binders,122.97,5,-4.577,24.594,-0.03722046027,1,FALSE
2020,January,29,5,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,114.128,4,-20.6176,28.532,-0.1806533016,1,FALSE
2020,February,3,6,Standard Class,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Binders,936.229,3,-4.1832,312.0763333,-0.004468137603,1,FALSE
2020,February,3,6,Standard Class,Consumer,United States,Pembroke Pines,Florida,South,Office Supplies,Binders,118.882,2,-2.588,59.441,-0.02176948571,1,FALSE
2020,February,9,7,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,290.784,4,-417.0936,72.696,-1.434376032,1,TRUE
2020,February,24,9,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,132.956,4,-3.7996,33.239,-0.02857787539,1,FALSE
2020,February,25,9,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,529.788,3,-3.0396,176.596,-0.005737389295,1,FALSE
2020,February,28,9,Standard Class,Consumer,United States,Middletown,Connecticut,East,Office Supplies,Binders,919.84,2,4.7232,459.92,0.005134806053,1,FALSE
2020,March,2,10,Standard Class,Consumer,United States,Cuyahoga Falls,Ohio,East,Office Supplies,Binders,93.528,4,-12.352,23.382,-0.1320674023,1,FALSE
2020,March,11,11,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,924.92,4,421.0824,231.23,0.4552635904,1,FALSE
2020,March,12,11,Standard Class,Consumer,United States,Rogers,Arkansas,South,Office Supplies,Binders,122.41,9,18.5886,13.60111111,0.1518552406,1,FALSE
2020,March,13,11,Standard Class,Consumer,United States,Columbia,Maryland,East,Office Supplies,Binders,211.3,3,81.921,70.43333333,0.3876999527,1,FALSE
2020,March,18,12,Standard Class,Consumer,United States,Tyler,Texas,Central,Office Supplies,Binders,198.994,3,-320.2395,66.33133333,-1.60929224,1,FALSE
2020,March,30,14,Standard Class,Consumer,United States,Lancaster,Pennsylvania,East,Office Supplies,Binders,115.715,5,-4.7625,23.143,-0.04115715335,1,FALSE
2020,April,16,16,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,120.046,3,-44.2782,40.01533333,-0.3688436099,2,FALSE
2020,April,16,16,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,130.896,1,-4.7784,130.896,-0.0365053172,2,FALSE
2020,April,16,16,Standard Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Binders,111.71,5,-10.054,22.342,-0.09000089518,2,FALSE
2020,April,20,17,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,195.86,7,70.4928,27.98,0.3599142244,2,FALSE
2020,April,20,17,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,128.56,4,18.28,32.14,0.1421904169,2,FALSE
2020,April,21,17,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,119.694,3,-4.7145,39.898,-0.03938793925,2,FALSE
2020,April,21,17,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,99.934,3,-4.9878,33.31133333,-0.04991094122,2,FALSE
2020,April,24,17,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,104.43,5,-18.2525,20.886,-0.1747821507,2,FALSE
2020,May,4,19,Standard Class,Consumer,United States,Springfield,Ohio,East,Office Supplies,Binders,87.313,1,-1.9275,87.313,-0.02207575046,2,FALSE
2020,May,14,20,Standard Class,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Binders,132.17,5,-46.536,26.434,-0.3520920027,2,FALSE
2020,May,20,21,Standard Class,Consumer,United States,Las Vegas,Nevada,West,Office Supplies,Binders,110.288,2,3.0044,55.144,0.02724140432,2,FALSE
2020,May,22,21,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,96.592,2,-2.6268,48.296,-0.02719479874,2,FALSE
2020,May,23,21,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,100.188,1,-1.9602,100.188,-0.01956521739,2,FALSE
2020,May,29,22,Standard Class,Consumer,United States,Columbus,Indiana,Central,Office Supplies,Binders,130.41,1,19.9686,130.41,0.1531216931,2,FALSE
2020,June,3,23,Standard Class,Consumer,United States,Pembroke Pines,Florida,South,Office Supplies,Binders,93.554,3,-3.4914,31.18466667,-0.03731962289,2,FALSE
2020,June,8,24,Standard Class,Consumer,United States,Glendale,Arizona,West,Office Supplies,Binders,102.588,2,-48.392,51.294,-0.4717120911,2,FALSE
2020,June,8,24,Standard Class,Consumer,United States,Norwich,Connecticut,East,Office Supplies,Binders,96.36,2,5.0764,48.18,0.05268161063,2,FALSE
2020,June,8,24,Standard Class,Consumer,United States,Skokie,Illinois,Central,Office Supplies,Binders,134.176,4,-18.8728,33.544,-0.1406570475,2,FALSE
2020,June,11,24,Standard Class,Consumer,United States,Hickory,North Carolina,South,Office Supplies,Binders,81.572,4,-3.81,20.393,-0.04670720345,2,FALSE
2020,June,20,25,Standard Class,Consumer,United States,New Rochelle,New York,East,Office Supplies,Binders,147.312,3,18.6006,49.104,0.1262666993,2,FALSE
2020,June,22,26,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,79.036,3,-5.0094,26.34533333,-0.06338124399,2,FALSE
2020,June,24,26,Standard Class,Consumer,United States,Cranston,Rhode Island,East,Office Supplies,Binders,128.93,3,48.3771,42.97666667,0.3752198868,2,FALSE
2020,June,29,27,Standard Class,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Binders,111.54,2,5.77,55.77,0.05173032096,2,FALSE
2020,July,8,28,Standard Class,Consumer,United States,Kent,Washington,West,Office Supplies,Binders,135.168,2,7.8192,67.584,0.05784801136,3,FALSE
2020,July,9,28,Standard Class,Consumer,United States,Portland,Oregon,West,Office Supplies,Binders,64.08,2,-0.792,32.04,-0.01235955056,3,FALSE
2020,July,15,29,Standard Class,Consumer,United States,Wilmington,Delaware,East,Office Supplies,Binders,132.55,3,13.0095,44.18333333,0.09814786873,3,FALSE
2020,July,18,29,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,116.656,4,-6.1248,29.164,-0.052503086,3,FALSE
2020,July,21,30,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,82.112,2,-3.3792,41.056,-0.04115354638,3,FALSE
2020,July,21,30,Standard Class,Consumer,United States,Salem,Virginia,South,Office Supplies,Binders,138.94,3,7.1712,46.31333333,0.05161364618,3,FALSE
2020,July,29,31,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Binders,114.48,2,16.4052,57.24,0.1433018868,3,FALSE
2020,August,5,32,Standard Class,Consumer,United States,Indianapolis,Indiana,Central,Office Supplies,Binders,164.88,6,60.4224,27.48,0.3664628821,3,FALSE
2020,August,12,33,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,133.704,6,37.764,22.284,0.2824448034,3,FALSE
2020,August,13,33,Standard Class,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Binders,1641.582,6,-1237.8462,273.597,-0.7540568793,3,FALSE
2020,August,18,34,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,86.38,5,-33.139,17.276,-0.3836420468,3,FALSE
2020,August,18,34,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,101.744,4,-11.4648,25.436,-0.1126828118,3,FALSE
2020,August,18,34,Standard Class,Consumer,United States,Lakewood,Ohio,East,Office Supplies,Binders,121.782,3,-7.9068,40.594,-0.06492585111,3,FALSE
2020,August,19,34,Standard Class,Consumer,United States,Salt Lake City,Utah,West,Office Supplies,Binders,116.72,3,37.236,38.90666667,0.3190198766,3,FALSE
2020,August,19,34,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,107.296,2,-3.9032,53.648,-0.03637787056,3,FALSE
2020,September,1,36,Standard Class,Consumer,United States,Redmond,Washington,West,Office Supplies,Binders,130.92,5,8.022,26.184,0.06127406049,3,FALSE
2020,September,2,36,Standard Class,Consumer,United States,Henderson,Kentucky,South,Office Supplies,Binders,1593.94,3,757.4112,531.3133333,0.4751817509,3,FALSE
2020,September,10,37,Standard Class,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Binders,73.78,1,1.3622,73.78,0.0184629981,3,FALSE
2020,September,18,38,Standard Class,Consumer,United States,Clovis,New Mexico,West,Office Supplies,Binders,108.08,7,3.528,15.44,0.03264248705,3,FALSE
2020,September,19,38,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,99.18,4,-13.938,24.795,-0.1405323654,3,FALSE
2020,September,21,39,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,104.908,2,-1.5264,52.454,-0.01454989133,3,FALSE
2020,September,21,39,Standard Class,Consumer,United States,Miami,Florida,South,Office Supplies,Binders,111.294,1,-8.6058,111.294,-0.07732492318,3,FALSE
2020,September,21,39,Standard Class,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,Binders,123.16,7,9.8784,17.59428571,0.08020785969,3,FALSE
2020,September,25,39,Standard Class,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,Binders,109.26,2,3.8822,54.63,0.03553175911,3,FALSE
2020,October,2,40,Standard Class,Consumer,United States,Trenton,Michigan,Central,Office Supplies,Binders,98.88,1,1.4112,98.88,0.01427184466,4,FALSE
2020,October,2,40,Standard Class,Consumer,United States,Springfield,Oregon,West,Office Supplies,Binders,138.638,7,-16.6012,19.80542857,-0.1197449473,4,FALSE
2020,October,2,40,Standard Class,Consumer,United States,Trenton,Michigan,Central,Office Supplies,Binders,139.05,3,26.703,46.35,0.192038835,4,FALSE
2020,October,7,41,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,129.24,5,-6.36,25.848,-0.04921077066,4,FALSE
2020,October,16,42,Standard Class,Consumer,United States,Richmond,Kentucky,South,Office Supplies,Binders,165.75,5,57.385,33.15,0.346214178,4,FALSE
2020,October,19,43,Standard Class,Consumer,United States,Waco,Texas,Central,Office Supplies,Binders,103.072,2,-3.5224,51.536,-0.03417416951,4,FALSE
2020,October,20,43,Standard Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Binders,188.85,5,70.008,37.77,0.3707069102,4,FALSE
2020,October,21,43,Standard Class,Consumer,United States,Glendale,Arizona,West,Office Supplies,Binders,102.559,1,-6.5619,102.559,-0.06398170809,4,FALSE
2020,October,23,43,Standard Class,Consumer,United States,Austin,Texas,Central,Office Supplies,Binders,125.762,3,-15.1311,41.92066667,-0.1203153576,4,FALSE
2020,October,26,44,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,118.282,3,-27.735,39.42733333,-0.2344820006,4,FALSE
2020,October,30,44,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,119.752,3,27.735,39.91733333,0.2316036475,4,FALSE
2020,October,30,44,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,126.904,2,5.214,63.452,0.04108617538,4,FALSE
2020,November,3,45,Standard Class,Consumer,United States,Orlando,Florida,South,Office Supplies,Binders,119.086,2,-2.9964,59.543,-0.02516164788,4,FALSE
2020,November,3,45,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,149.673,3,-7.782,49.891,-0.05199334549,4,FALSE
2020,November,4,45,Standard Class,Consumer,United States,Chattanooga,Tennessee,South,Office Supplies,Binders,105.564,2,-2.97,52.782,-0.02813459134,4,FALSE
2020,November,5,45,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,81.388,2,-1.8308,40.694,-0.02249471667,4,FALSE
2020,November,6,45,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,102.248,2,-1.9344,51.124,-0.01891870746,4,FALSE
2020,November,10,46,Standard Class,Consumer,United States,Pasco,Washington,West,Office Supplies,Binders,112.792,1,10.0772,112.792,0.08934321583,4,FALSE
2020,November,13,46,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,586.024,11,190.0206,53.27490909,0.3242539555,4,FALSE
2020,November,19,47,Standard Class,Consumer,United States,Henderson,Kentucky,South,Office Supplies,Binders,122.96,2,10.7604,61.48,0.08751138582,4,FALSE
2020,November,19,47,Standard Class,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Binders,164.913,7,-45.9333,23.559,-0.2785304979,4,FALSE
2020,November,21,47,Standard Class,Consumer,United States,Renton,Washington,West,Office Supplies,Binders,170.8,5,56.55,34.16,0.331088993,4,FALSE
2020,December,1,49,Standard Class,Consumer,United States,Denver,Colorado,West,Office Supplies,Binders,122.783,7,-4.7481,17.54042857,-0.03867066288,4,FALSE
2020,December,1,49,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Office Supplies,Binders,134.92,4,7.4824,33.73,0.05545804921,4,FALSE
2020,December,1,49,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,117.001,7,-5.6007,16.71442857,-0.04786882163,4,FALSE
2020,December,2,49,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,155.176,4,-462.8624,38.794,-2.982822086,4,FALSE
2020,December,3,49,Standard Class,Consumer,United States,Fayetteville,North Carolina,South,Office Supplies,Binders,133.782,6,-21.1068,22.297,-0.1577701036,4,FALSE
2020,December,4,49,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,112.346,3,-4.455,37.44866667,-0.03965428231,4,FALSE
2020,December,5,49,Standard Class,Consumer,United States,Bellevue,Washington,West,Office Supplies,Binders,119.976,6,5.4288,19.996,0.04524904981,4,FALSE
2020,December,5,49,Standard Class,Consumer,United States,Bellevue,Washington,West,Office Supplies,Binders,119.816,3,8.3754,39.93866667,0.06990218335,4,FALSE
2020,December,9,50,Standard Class,Consumer,United States,Indianapolis,Indiana,Central,Office Supplies,Binders,1021.4,5,5.096,204.28,0.004989230468,4,FALSE
2020,December,9,50,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,106.088,7,-8.1312,15.15542857,-0.07664580348,4,FALSE
2020,December,9,50,Standard Class,Consumer,United States,Grand Rapids,Michigan,Central,Office Supplies,Binders,129.9,5,26.901,25.98,0.2070900693,4,FALSE
2020,December,11,50,Standard Class,Consumer,United States,Plainfield,New Jersey,East,Office Supplies,Binders,1055.98,2,331.191,527.99,0.3136337809,4,FALSE
2020,December,11,50,Standard Class,Consumer,United States,Plainfield,New Jersey,East,Office Supplies,Binders,323.2,5,18.09,64.64,0.05597153465,4,FALSE
2020,December,16,51,Standard Class,Consumer,United States,Tulsa,Oklahoma,Central,Office Supplies,Binders,530.8,5,5.184,106.16,0.009766390354,4,FALSE
2020,December,18,51,Standard Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Binders,284.236,3,-6.03,94.74533333,-0.0212147652,4,FALSE
2020,December,22,52,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,129.35,5,-9.8115,25.87,-0.07585233862,4,FALSE
2020,December,24,52,Standard Class,Consumer,United States,Oceanside,New York,East,Office Supplies,Binders,454.376,3,4.8519,151.4586667,0.01067816082,4,FALSE
2020,December,25,52,Standard Class,Consumer,United States,Fairfield,Ohio,East,Office Supplies,Binders,331.023,1,-10.4184,331.023,-0.03147334173,4,FALSE
2020,December,25,52,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,339.168,3,-5.0688,113.056,-0.01494480611,4,FALSE
2020,December,25,52,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,399.98,5,-65.568,79.996,-0.1639281964,4,FALSE
2020,December,25,52,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,418.582,9,-59.373,46.50911111,-0.1418431753,4,FALSE
2019,May,19,21,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,9.584,1,3.3544,9.584,0.35,2,TRUE
2019,September,29,40,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,27.24,5,9.534,5.448,0.35,3,TRUE
2019,October,13,42,Standard Class,Consumer,United States,Roseville,California,West,Office Supplies,Binders,76.176,3,26.6616,25.392,0.35,4,TRUE
2019,October,27,44,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,25.032,3,7.8225,8.344,0.3125,4,TRUE
2019,October,27,44,Standard Class,Home Office,United States,San Francisco,California,West,Office Supplies,Binders,67.136,4,25.176,16.784,0.375,4,TRUE
2019,November,3,45,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,43.584,12,15.7992,3.632,0.3625,4,TRUE
2019,November,3,45,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,9.296,2,3.0212,4.648,0.325,4,TRUE
2019,December,29,53,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,11.232,3,3.9312,3.744,0.35,4,TRUE
2020,February,2,6,Standard Class,Corporate,United States,San Diego,California,West,Office Supplies,Binders,257.96,2,10.062,128.98,0.03900604745,1,TRUE
2020,March,8,11,Standard Class,Consumer,United States,Anaheim,California,West,Office Supplies,Binders,196.2,5,64.2,39.24,0.3272171254,1,TRUE
2019,January,30,5,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,17.456,2,5.8914,8.728,0.3375,1,FALSE
2019,March,13,11,Standard Class,Home Office,United States,Riverside,California,West,Office Supplies,Binders,51.184,7,19.194,7.312,0.375,1,FALSE
2019,March,14,11,Standard Class,Corporate,United States,Redwood City,California,West,Office Supplies,Binders,41.904,6,14.1426,6.984,0.3375,1,FALSE
2019,April,10,15,Standard Class,Corporate,United States,Bakersfield,California,West,Office Supplies,Binders,23.2,5,8.12,4.64,0.35,2,FALSE
2019,April,10,15,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,48.032,4,15.6104,12.008,0.325,2,FALSE
2019,April,12,15,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,13.208,1,4.6228,13.208,0.35,2,FALSE
2019,April,23,17,Standard Class,Corporate,United States,Hesperia,California,West,Office Supplies,Binders,251.52,6,81.744,41.92,0.325,2,FALSE
2019,April,23,17,Standard Class,Consumer,United States,San Clemente,California,West,Office Supplies,Binders,18.088,7,6.5569,2.584,0.3625,2,FALSE
2019,May,20,21,Standard Class,Home Office,United States,Vallejo,California,West,Office Supplies,Binders,15.424,4,5.0128,3.856,0.325,2,FALSE
2019,May,28,22,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,22.72,4,7.384,5.68,0.325,2,FALSE
2019,June,7,23,Standard Class,Home Office,United States,Bakersfield,California,West,Office Supplies,Binders,4.784,1,1.5548,4.784,0.325,2,FALSE
2019,July,25,30,Standard Class,Consumer,United States,Costa Mesa,California,West,Office Supplies,Binders,119.616,8,40.3704,14.952,0.3375,3,FALSE
2019,August,8,32,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,15.24,5,5.334,3.048,0.35,3,FALSE
2019,August,21,34,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,12.672,2,4.752,6.336,0.375,3,FALSE
2019,September,2,36,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,7.312,1,2.5592,7.312,0.35,3,FALSE
2019,September,11,37,Standard Class,Consumer,United States,San Jose,California,West,Office Supplies,Binders,39.872,2,12.9584,19.936,0.325,3,FALSE
2019,September,19,38,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,8.928,2,3.1248,4.464,0.35,3,FALSE
2019,September,20,38,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,271.984,2,88.3948,135.992,0.325,3,FALSE
2019,September,20,38,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,48.64,2,15.808,24.32,0.325,3,FALSE
2019,October,7,41,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,27.264,2,8.8608,13.632,0.325,4,FALSE
2019,November,4,45,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,7.712,2,2.7956,3.856,0.3625,4,FALSE
2019,November,4,45,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,4.176,1,1.305,4.176,0.3125,4,FALSE
2019,November,5,45,Standard Class,Home Office,United States,San Jose,California,West,Office Supplies,Binders,29.12,5,9.828,5.824,0.3375,4,FALSE
2019,November,7,45,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,57.584,2,20.1544,28.792,0.35,4,FALSE
2019,November,11,46,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,31.504,11,11.0264,2.864,0.35,4,FALSE
2019,December,2,49,Standard Class,Corporate,United States,San Jose,California,West,Office Supplies,Binders,104.184,3,33.8598,34.728,0.325,4,FALSE
2019,December,2,49,Standard Class,Corporate,United States,San Jose,California,West,Office Supplies,Binders,24.704,2,9.264,12.352,0.375,4,FALSE
2019,December,6,49,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,437.472,14,153.1152,31.248,0.35,4,FALSE
2019,December,6,49,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,13.376,4,4.6816,3.344,0.35,4,FALSE
2019,December,13,50,Standard Class,Corporate,United States,Torrance,California,West,Office Supplies,Binders,6.096,2,2.2098,3.048,0.3625,4,FALSE
2019,December,31,53,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,38.376,3,13.4316,12.792,0.35,4,FALSE
2020,January,3,1,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,2057.272,8,682.5168,257.159,0.331758173,1,FALSE
2020,January,24,4,Standard Class,Corporate,United States,San Jose,California,West,Office Supplies,Binders,311.784,2,89.9548,155.892,0.2885164088,1,FALSE
2020,January,29,5,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,167.616,8,40.3704,20.952,0.2408505155,1,FALSE
2020,March,2,10,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,128.648,2,33.64,64.324,0.2614887134,1,FALSE
2020,March,6,10,Standard Class,Home Office,United States,San Francisco,California,West,Office Supplies,Binders,112.976,9,5.4288,12.55288889,0.04805268376,1,FALSE
2020,March,9,11,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,112.84,5,9.6375,22.568,0.08540854307,1,FALSE
2020,March,16,12,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,85.68,5,6.888,17.136,0.08039215686,1,FALSE
2020,March,16,12,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,136.464,6,22.9008,22.744,0.1678156877,1,FALSE
2020,April,1,14,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,166.68,13,38.025,12.82153846,0.2281317495,2,FALSE
2020,April,25,17,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,164.344,3,27.504,54.78133333,0.1673562771,2,FALSE
2020,April,30,18,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,116.24,5,7.553,23.248,0.06497763248,2,FALSE
2020,May,12,20,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,119.168,4,6.4692,29.792,0.05428638561,2,FALSE
2020,May,19,21,Standard Class,Consumer,United States,San Jose,California,West,Office Supplies,Binders,172.12,5,49.92,34.424,0.2900302115,2,FALSE
2020,June,3,23,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,94.912,1,1.2714,94.912,0.01339556642,2,FALSE
2020,June,29,27,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,339.552,9,101.5794,37.728,0.2991571247,2,FALSE
2020,July,11,28,Standard Class,Corporate,United States,San Diego,California,West,Office Supplies,Binders,134.8,5,9.3125,26.96,0.06908382789,3,FALSE
2020,July,14,29,Standard Class,Consumer,United States,Westminster,California,West,Office Supplies,Binders,112.448,2,1.4456,56.224,0.01285571998,3,FALSE
2020,July,21,30,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Binders,115.352,3,17.6232,38.45066667,0.1527775851,3,FALSE
2020,July,28,31,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,132.984,4,3.6192,33.246,0.0272153041,3,FALSE
2020,August,7,32,Standard Class,Consumer,United States,Westminster,California,West,Office Supplies,Binders,103.952,3,4.1832,34.65066667,0.04024164999,3,FALSE
2020,August,7,32,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Binders,88.76,2,4.644,44.38,0.05232086525,3,FALSE
2020,August,7,32,Standard Class,Consumer,United States,Westminster,California,West,Office Supplies,Binders,151.128,3,11.673,50.376,0.07723916151,3,FALSE
2020,August,13,33,Standard Class,Corporate,United States,San Diego,California,West,Office Supplies,Binders,134.024,3,11.7078,44.67466667,0.08735599594,3,FALSE
